#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GRIN2A	PPP1CC	9606.ENSP00000379818	9606.ENSP00000341779	0	0	0	0	0	0.076	0.800	0.333	0.866
GRIN2A	KCNJ9	9606.ENSP00000379818	9606.ENSP00000357067	0	0	0	0	0.314	0	0	0.186	0.418
GRIN2A	PRKACB	9606.ENSP00000379818	9606.ENSP00000359719	0	0	0	0	0.062	0.074	0.800	0.067	0.816
GRIN2A	PRKACG	9606.ENSP00000379818	9606.ENSP00000366488	0	0	0	0	0.062	0.074	0.800	0.764	0.953
GRIN2A	TH	9606.ENSP00000379818	9606.ENSP00000370571	0	0	0	0	0.062	0	0	0.413	0.426
GRIN2A	PPP1CB	9606.ENSP00000379818	9606.ENSP00000378769	0	0	0	0	0	0.069	0.800	0.212	0.840
GRIN2A	PRKCA	9606.ENSP00000379818	9606.ENSP00000408695	0	0	0	0	0.062	0.265	0	0.623	0.717
GRIN2A	GRIN2B	9606.ENSP00000379818	9606.ENSP00000477455	0	0	0	0.945	0.176	0.714	0.900	0.990	0.975
GRIN2B	MAPK14	9606.ENSP00000477455	9606.ENSP00000229795	0	0	0	0	0.062	0.142	0	0.467	0.534
GRIN2B	PPP1R1B	9606.ENSP00000477455	9606.ENSP00000254079	0	0	0	0	0.123	0	0	0.556	0.593
GRIN2B	PRKCG	9606.ENSP00000477455	9606.ENSP00000263431	0	0	0	0	0.162	0.436	0	0.391	0.687
GRIN2B	SLC6A3	9606.ENSP00000477455	9606.ENSP00000270349	0	0	0	0	0	0	0	0.524	0.524
GRIN2B	SCN1A	9606.ENSP00000477455	9606.ENSP00000303540	0	0	0	0	0.174	0.057	0	0.474	0.554
GRIN2B	PRKCB	9606.ENSP00000477455	9606.ENSP00000305355	0	0	0	0	0.086	0.436	0	0.133	0.515
GRIN2B	ITPR1	9606.ENSP00000477455	9606.ENSP00000306253	0	0	0	0	0.062	0.067	0	0.430	0.458
GRIN2B	PRKACA	9606.ENSP00000477455	9606.ENSP00000309591	0	0	0	0	0.062	0.122	0.800	0	0.820
GRIN2B	GSK3B	9606.ENSP00000477455	9606.ENSP00000324806	0	0	0	0	0.062	0.090	0	0.423	0.465
GRIN2B	PPP1CA	9606.ENSP00000477455	9606.ENSP00000326031	0	0	0	0	0	0.076	0.800	0.239	0.847
GRIN2B	MAOA	9606.ENSP00000477455	9606.ENSP00000340684	0	0	0	0	0	0	0	0.404	0.404
GRIN2B	PPP1CC	9606.ENSP00000477455	9606.ENSP00000341779	0	0	0	0	0	0.137	0.800	0.271	0.863
GRIN2B	PRKACB	9606.ENSP00000477455	9606.ENSP00000359719	0	0	0	0	0.062	0.104	0.800	0.107	0.829
GRIN2B	PRKACG	9606.ENSP00000477455	9606.ENSP00000366488	0	0	0	0	0.062	0.122	0.800	0.721	0.947
GRIN2B	TH	9606.ENSP00000477455	9606.ENSP00000370571	0	0	0	0	0.062	0	0	0.447	0.459
GRIN2B	PPP3CA	9606.ENSP00000477455	9606.ENSP00000378323	0	0	0	0	0.090	0.368	0	0.217	0.510
GRIN2B	PPP1CB	9606.ENSP00000477455	9606.ENSP00000378769	0	0	0	0	0	0.069	0.800	0.212	0.840
GRIN2B	PRKCA	9606.ENSP00000477455	9606.ENSP00000408695	0	0	0	0	0	0.527	0	0.577	0.791
GSK3A	PPP1CA	9606.ENSP00000222330	9606.ENSP00000326031	0	0	0	0	0.082	0.198	0	0.262	0.409
GSK3A	PRKCG	9606.ENSP00000222330	9606.ENSP00000263431	0	0	0	0.581	0	0.474	0	0.202	0.511
GSK3A	PRKCB	9606.ENSP00000222330	9606.ENSP00000305355	0	0	0	0.574	0	0.474	0	0.256	0.524
GSK3A	PRKCA	9606.ENSP00000222330	9606.ENSP00000408695	0	0	0	0.585	0	0.474	0	0.269	0.526
GSK3A	PRKACA	9606.ENSP00000222330	9606.ENSP00000309591	0	0	0	0.626	0.124	0.520	0	0.262	0.600
GSK3A	PPP3CC	9606.ENSP00000222330	9606.ENSP00000380878	0	0	0	0	0.066	0.764	0	0.195	0.807
GSK3A	PPP2R5A	9606.ENSP00000222330	9606.ENSP00000261461	0	0	0	0	0.063	0.132	0.900	0.202	0.926
GSK3A	GSK3B	9606.ENSP00000222330	9606.ENSP00000324806	0	0	0	0.973	0.100	0.335	0.900	0.606	0.935
GSK3B	PPP2R5B	9606.ENSP00000324806	9606.ENSP00000164133	0	0	0	0	0.063	0.132	0.600	0.126	0.677
GSK3B	PPP2CB	9606.ENSP00000324806	9606.ENSP00000221138	0	0	0	0	0.063	0.117	0.600	0.235	0.713
GSK3B	PPP2R5A	9606.ENSP00000324806	9606.ENSP00000261461	0	0	0	0	0.063	0.132	0.900	0.187	0.925
GSK3B	PRKCB	9606.ENSP00000324806	9606.ENSP00000305355	0	0	0	0.582	0.062	0.608	0	0.331	0.665
GSK3B	KIF5B	9606.ENSP00000324806	9606.ENSP00000307078	0	0	0	0	0.063	0.211	0.800	0.088	0.847
GSK3B	PRKACA	9606.ENSP00000324806	9606.ENSP00000309591	0	0	0.251	0.625	0.079	0.721	0.800	0.276	0.953
GSK3B	PPP2R1B	9606.ENSP00000324806	9606.ENSP00000311344	0	0	0	0	0.065	0	0.600	0.257	0.698
GSK3B	PPP2R1A	9606.ENSP00000324806	9606.ENSP00000324804	0	0	0	0	0.121	0	0.600	0.486	0.803
GSK3B	PRKCA	9606.ENSP00000324806	9606.ENSP00000408695	0	0	0	0.589	0	0.285	0	0.429	0.404
GSK3B	PPP1CB	9606.ENSP00000324806	9606.ENSP00000378769	0	0	0	0	0.068	0.251	0	0.310	0.477
GSK3B	PPP2R5C	9606.ENSP00000324806	9606.ENSP00000412324	0	0	0	0	0.067	0.132	0.600	0.187	0.701
GSK3B	PPP2R5E	9606.ENSP00000324806	9606.ENSP00000337641	0	0	0	0	0.092	0.132	0.600	0.187	0.709
GSK3B	PPP2R5D	9606.ENSP00000324806	9606.ENSP00000417963	0	0	0	0	0.063	0.339	0.600	0.156	0.763
GSK3B	PPP1CA	9606.ENSP00000324806	9606.ENSP00000326031	0	0	0	0	0.107	0.678	0	0.321	0.788
GSK3B	KIF5C	9606.ENSP00000324806	9606.ENSP00000393379	0	0	0	0	0.062	0.143	0.800	0.087	0.833
GSK3B	KIF5A	9606.ENSP00000324806	9606.ENSP00000408979	0	0	0	0	0.062	0.143	0.800	0.114	0.838
GSK3B	PPP3CB	9606.ENSP00000324806	9606.ENSP00000378306	0	0	0	0	0.066	0.117	0.800	0.223	0.854
GSK3B	PRKACG	9606.ENSP00000324806	9606.ENSP00000366488	0	0	0.276	0.634	0.079	0.146	0.800	0.231	0.855
GSK3B	PRKACB	9606.ENSP00000324806	9606.ENSP00000359719	0	0	0.213	0.607	0.079	0.268	0.800	0.311	0.879
GSK3B	PPP3CA	9606.ENSP00000324806	9606.ENSP00000378323	0	0	0	0	0.083	0.244	0.800	0.379	0.902
GSK3B	PPP3CC	9606.ENSP00000324806	9606.ENSP00000380878	0	0	0	0	0.066	0.651	0.800	0.249	0.944
GSK3B	PPP2CA	9606.ENSP00000324806	9606.ENSP00000418447	0	0	0	0	0.108	0.365	0.900	0.376	0.960
GSK3B	PPP1CC	9606.ENSP00000324806	9606.ENSP00000341779	0	0	0	0	0.063	0.435	0.900	0.503	0.970
ITPR1	PLCB2	9606.ENSP00000306253	9606.ENSP00000260402	0	0	0	0	0.089	0.127	0.650	0.475	0.834
ITPR1	PPP2R5A	9606.ENSP00000306253	9606.ENSP00000261461	0	0	0	0	0	0	0.360	0.180	0.452
ITPR1	PRKCG	9606.ENSP00000306253	9606.ENSP00000263431	0	0	0	0	0.118	0	0.800	0.573	0.918
ITPR1	PPP2R3A	9606.ENSP00000306253	9606.ENSP00000264977	0	0	0	0	0.065	0	0.360	0.123	0.429
ITPR1	PRKCB	9606.ENSP00000306253	9606.ENSP00000305355	0	0	0	0	0.141	0	0.800	0.282	0.865
ITPR1	PPP2R1A	9606.ENSP00000306253	9606.ENSP00000324804	0	0	0	0	0.062	0	0.360	0.082	0.400
ITPR1	PPP2R1B	9606.ENSP00000306253	9606.ENSP00000311344	0	0	0	0	0.062	0	0.360	0.105	0.416
ITPR1	PPP2R5D	9606.ENSP00000306253	9606.ENSP00000417963	0	0	0	0	0	0	0.360	0.134	0.422
ITPR1	PPP1CB	9606.ENSP00000306253	9606.ENSP00000378769	0	0	0	0	0.046	0.058	0.360	0.133	0.435
ITPR1	PPP1CC	9606.ENSP00000306253	9606.ENSP00000341779	0	0	0	0	0	0.058	0.360	0.146	0.440
ITPR1	PPP3CC	9606.ENSP00000306253	9606.ENSP00000380878	0	0	0	0	0.063	0.104	0.360	0.144	0.478
ITPR1	PPP2R2B	9606.ENSP00000306253	9606.ENSP00000377936	0	0	0	0	0	0	0.360	0.403	0.601
ITPR1	PPP1CA	9606.ENSP00000306253	9606.ENSP00000326031	0	0	0	0	0	0.058	0.360	0.511	0.680
ITPR1	PPP3CB	9606.ENSP00000306253	9606.ENSP00000378306	0	0	0	0	0.084	0.104	0.650	0.244	0.753
ITPR1	PPP3CA	9606.ENSP00000306253	9606.ENSP00000378323	0	0	0	0	0.063	0.153	0.650	0.320	0.786
ITPR1	ITPR2	9606.ENSP00000306253	9606.ENSP00000370744	0	0	0	0.972	0.073	0	0.800	0.861	0.811
ITPR1	PLCB3	9606.ENSP00000306253	9606.ENSP00000443631	0	0	0	0	0.062	0.127	0.650	0.487	0.833
ITPR1	ITPR3	9606.ENSP00000306253	9606.ENSP00000363435	0	0	0	0.965	0	0.270	0.800	0.871	0.852
ITPR1	PLCB4	9606.ENSP00000306253	9606.ENSP00000367762	0	0	0	0	0.062	0.182	0.650	0.538	0.859
ITPR1	PLCB1	9606.ENSP00000306253	9606.ENSP00000338185	0	0	0	0	0.062	0.127	0.650	0.596	0.868
ITPR1	PRKCA	9606.ENSP00000306253	9606.ENSP00000408695	0	0	0	0	0.097	0	0.800	0.349	0.872
ITPR1	PRKACB	9606.ENSP00000306253	9606.ENSP00000359719	0	0	0	0	0.098	0.078	0.900	0.211	0.925
ITPR1	PRKACG	9606.ENSP00000306253	9606.ENSP00000366488	0	0	0	0	0.077	0.102	0.900	0.248	0.929
ITPR1	PRKACA	9606.ENSP00000306253	9606.ENSP00000309591	0	0	0	0	0.077	0.263	0.900	0.211	0.939
ITPR2	PLCB2	9606.ENSP00000370744	9606.ENSP00000260402	0	0	0	0	0.062	0.127	0.650	0.368	0.794
ITPR2	PRKCG	9606.ENSP00000370744	9606.ENSP00000263431	0	0	0	0	0.097	0	0.800	0.114	0.826
ITPR2	PRKCB	9606.ENSP00000370744	9606.ENSP00000305355	0	0	0	0	0.097	0	0.800	0.193	0.841
ITPR2	PRKACA	9606.ENSP00000370744	9606.ENSP00000309591	0	0	0	0	0.077	0.231	0.900	0.142	0.931
ITPR2	PLCB1	9606.ENSP00000370744	9606.ENSP00000338185	0	0	0	0	0.062	0.127	0.650	0.620	0.876
ITPR2	PRKACB	9606.ENSP00000370744	9606.ENSP00000359719	0	0	0	0	0.077	0.064	0.900	0.169	0.918
ITPR2	ITPR3	9606.ENSP00000370744	9606.ENSP00000363435	0	0	0	0.969	0.053	0	0.800	0.861	0.807
ITPR2	PRKACG	9606.ENSP00000370744	9606.ENSP00000366488	0	0	0	0	0.077	0.064	0.900	0.142	0.915
ITPR2	PLCB4	9606.ENSP00000370744	9606.ENSP00000367762	0	0	0	0	0.062	0.148	0.650	0.402	0.810
ITPR2	PPP3CB	9606.ENSP00000370744	9606.ENSP00000378306	0	0	0	0	0.063	0.090	0.650	0.167	0.718
ITPR2	PPP3CA	9606.ENSP00000370744	9606.ENSP00000378323	0	0	0	0	0.063	0.090	0.650	0.214	0.734
ITPR2	PLCB3	9606.ENSP00000370744	9606.ENSP00000443631	0	0	0	0	0.062	0.127	0.650	0.288	0.768
ITPR2	PRKCA	9606.ENSP00000370744	9606.ENSP00000408695	0	0	0	0	0.097	0	0.800	0.217	0.846
ITPR3	PLCB2	9606.ENSP00000363435	9606.ENSP00000260402	0	0	0	0	0.062	0.127	0.650	0.736	0.914
ITPR3	PRKCG	9606.ENSP00000363435	9606.ENSP00000263431	0	0	0	0	0.097	0	0.800	0.191	0.841
ITPR3	PRKCB	9606.ENSP00000363435	9606.ENSP00000305355	0	0	0	0	0.097	0	0.800	0.204	0.843
ITPR3	PRKACA	9606.ENSP00000363435	9606.ENSP00000309591	0	0	0	0	0.077	0.071	0.900	0.217	0.923
ITPR3	PPP1CA	9606.ENSP00000363435	9606.ENSP00000326031	0	0	0	0	0	0.282	0	0.250	0.440
ITPR3	PLCB1	9606.ENSP00000363435	9606.ENSP00000338185	0	0	0	0	0.062	0.127	0.650	0.522	0.844
ITPR3	PRKACB	9606.ENSP00000363435	9606.ENSP00000359719	0	0	0	0	0.077	0.071	0.900	0.238	0.925
ITPR3	PPP3CB	9606.ENSP00000363435	9606.ENSP00000378306	0	0	0	0	0.063	0.104	0.650	0.159	0.720
ITPR3	PPP3CA	9606.ENSP00000363435	9606.ENSP00000378323	0	0	0	0	0.063	0.104	0.650	0.172	0.724
ITPR3	PLCB3	9606.ENSP00000363435	9606.ENSP00000443631	0	0	0	0	0.117	0.127	0.650	0.419	0.822
ITPR3	PLCB4	9606.ENSP00000363435	9606.ENSP00000367762	0	0	0	0	0.062	0.159	0.650	0.482	0.838
ITPR3	PRKCA	9606.ENSP00000363435	9606.ENSP00000408695	0	0	0	0	0.097	0	0.800	0.306	0.863
ITPR3	PRKACG	9606.ENSP00000363435	9606.ENSP00000366488	0	0	0	0	0.077	0.071	0.900	0.240	0.926
KCNJ3	SCN1A	9606.ENSP00000295101	9606.ENSP00000303540	0	0	0	0	0.107	0.102	0	0.340	0.425
KCNJ3	PRKACA	9606.ENSP00000295101	9606.ENSP00000309591	0	0	0	0	0.062	0	0.600	0.048	0.611
KCNJ3	PRKACG	9606.ENSP00000295101	9606.ENSP00000366488	0	0	0	0	0.062	0	0.600	0.048	0.611
KCNJ3	PRKACB	9606.ENSP00000295101	9606.ENSP00000359719	0	0	0	0	0.062	0	0.600	0.066	0.619
KCNJ3	KCNJ9	9606.ENSP00000295101	9606.ENSP00000357067	0	0	0.363	0.956	0.159	0.820	0.300	0.960	0.891
KCNJ3	KCNJ6	9606.ENSP00000295101	9606.ENSP00000477437	0	0	0.380	0.951	0.157	0.820	0.800	0.989	0.969
KCNJ3	KCNJ5	9606.ENSP00000295101	9606.ENSP00000433295	0	0	0.401	0.951	0.051	0.981	0.300	0.990	0.987
KCNJ5	PRKACA	9606.ENSP00000433295	9606.ENSP00000309591	0	0	0	0	0	0	0.600	0.169	0.653
KCNJ5	PRKACB	9606.ENSP00000433295	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0.111	0.629
KCNJ5	PRKACG	9606.ENSP00000433295	9606.ENSP00000366488	0	0	0	0	0	0	0.600	0.061	0.608
KCNJ6	SLC6A3	9606.ENSP00000477437	9606.ENSP00000270349	0	0	0	0	0.062	0	0	0.522	0.532
KCNJ6	SLC18A2	9606.ENSP00000477437	9606.ENSP00000298472	0	0	0	0	0	0	0	0.594	0.594
KCNJ6	PRKACA	9606.ENSP00000477437	9606.ENSP00000309591	0	0	0	0	0	0	0.600	0.061	0.608
KCNJ6	KCNJ9	9606.ENSP00000477437	9606.ENSP00000357067	0	0	0.437	0.973	0.109	0.486	0.300	0.983	0.664
KCNJ6	PRKACB	9606.ENSP00000477437	9606.ENSP00000359719	0	0	0	0	0.062	0	0.600	0.074	0.622
KCNJ6	PRKACG	9606.ENSP00000477437	9606.ENSP00000366488	0	0	0	0	0	0	0.600	0.061	0.608
KCNJ6	TH	9606.ENSP00000477437	9606.ENSP00000370571	0	0	0	0	0.062	0	0	0.571	0.580
KCNJ9	PRKCG	9606.ENSP00000357067	9606.ENSP00000263431	0	0	0	0	0.360	0	0	0.124	0.415
KCNJ9	PRKACA	9606.ENSP00000357067	9606.ENSP00000309591	0	0	0	0	0	0	0.600	0.143	0.642
KCNJ9	KIF5A	9606.ENSP00000357067	9606.ENSP00000408979	0	0	0	0	0.418	0	0	0	0.418
KCNJ9	PRKACG	9606.ENSP00000357067	9606.ENSP00000366488	0	0	0	0	0	0	0.600	0.143	0.642
KCNJ9	PRKACB	9606.ENSP00000357067	9606.ENSP00000359719	0	0	0	0	0.097	0	0.600	0.143	0.663
KIF5A	KIF5B	9606.ENSP00000408979	9606.ENSP00000307078	0	0	0	0.973	0	0.656	0.800	0.893	0.930
KIF5A	MAPK10	9606.ENSP00000408979	9606.ENSP00000352157	0	0	0	0	0.208	0.060	0.600	0.094	0.694
KIF5A	MAPK8	9606.ENSP00000408979	9606.ENSP00000378974	0	0	0	0	0.073	0.060	0.600	0.098	0.643
KIF5A	KIF5C	9606.ENSP00000408979	9606.ENSP00000393379	0	0	0	0.977	0.396	0.809	0.800	0.850	0.975
KIF5A	MAPK9	9606.ENSP00000408979	9606.ENSP00000394560	0	0	0	0	0.066	0.060	0.600	0.063	0.626
KIF5B	MAPK9	9606.ENSP00000307078	9606.ENSP00000394560	0	0	0	0	0.066	0.060	0.600	0.063	0.626
KIF5B	MAPK10	9606.ENSP00000307078	9606.ENSP00000352157	0	0	0	0	0.073	0.060	0.600	0.101	0.644
KIF5B	MAPK8	9606.ENSP00000307078	9606.ENSP00000378974	0	0	0	0	0.076	0.060	0.600	0.475	0.793
KIF5B	KIF5C	9606.ENSP00000307078	9606.ENSP00000393379	0	0	0	0.977	0	0.649	0.800	0.866	0.928
KIF5C	MAPK10	9606.ENSP00000393379	9606.ENSP00000352157	0	0	0	0	0.239	0.060	0.600	0.200	0.740
KIF5C	MAPK8	9606.ENSP00000393379	9606.ENSP00000378974	0	0	0	0	0.073	0.060	0.600	0.173	0.673
KIF5C	MAPK9	9606.ENSP00000393379	9606.ENSP00000394560	0	0	0	0	0.066	0.060	0.600	0.081	0.634
LRTOMT	MAOB	9606.ENSP00000305742	9606.ENSP00000367309	0	0	0	0	0	0	0.900	0.148	0.911
LRTOMT	MAOA	9606.ENSP00000305742	9606.ENSP00000340684	0	0	0	0	0	0	0.900	0.159	0.912
MAOA	SLC6A3	9606.ENSP00000340684	9606.ENSP00000270349	0	0	0	0	0	0	0	0.804	0.804
MAOA	SLC18A2	9606.ENSP00000340684	9606.ENSP00000298472	0	0	0	0	0.064	0	0	0.717	0.723
MAOA	SLC18A1	9606.ENSP00000340684	9606.ENSP00000387549	0	0	0	0	0.064	0	0	0.480	0.492
MAOA	TH	9606.ENSP00000340684	9606.ENSP00000370571	0	0	0	0	0	0	0	0.675	0.675
MAOA	MAOB	9606.ENSP00000340684	9606.ENSP00000367309	0	0	0.448	0.976	0.180	0.307	0.800	0.918	0.880
MAOB	SLC6A3	9606.ENSP00000367309	9606.ENSP00000270349	0	0	0	0	0	0	0	0.784	0.785
MAOB	SLC18A2	9606.ENSP00000367309	9606.ENSP00000298472	0	0	0	0	0.064	0	0	0.688	0.695
MAOB	SLC18A1	9606.ENSP00000367309	9606.ENSP00000387549	0	0	0	0	0.064	0	0	0.427	0.441
MAOB	TH	9606.ENSP00000367309	9606.ENSP00000370571	0	0	0	0	0	0	0	0.695	0.695
MAPK10	MAPK13	9606.ENSP00000352157	9606.ENSP00000211287	0	0	0.373	0.925	0.066	0.056	0.600	0.478	0.639
MAPK10	MAPK12	9606.ENSP00000352157	9606.ENSP00000215659	0	0	0.388	0.922	0.066	0.056	0.600	0.670	0.646
MAPK10	MAPK14	9606.ENSP00000352157	9606.ENSP00000229795	0	0	0.347	0.921	0.066	0.056	0.600	0.711	0.646
MAPK10	MAPK11	9606.ENSP00000352157	9606.ENSP00000333685	0	0	0.356	0.930	0.066	0.056	0.600	0.743	0.644
MAPK10	PLCB1	9606.ENSP00000352157	9606.ENSP00000338185	0	0	0	0	0.096	0	0	0.604	0.627
MAPK10	MAPK8	9606.ENSP00000352157	9606.ENSP00000378974	0	0	0.445	0.984	0.062	0	0.900	0.917	0.904
MAPK10	MAPK9	9606.ENSP00000352157	9606.ENSP00000394560	0	0	0.438	0.981	0.062	0.289	0.900	0.888	0.929
MAPK11	MAPK13	9606.ENSP00000333685	9606.ENSP00000211287	0	0	0.421	0.962	0	0.069	0.900	0.858	0.907
MAPK11	MAPK12	9606.ENSP00000333685	9606.ENSP00000215659	0	0	0.435	0.967	0.097	0.069	0.900	0.899	0.912
MAPK11	MAPK14	9606.ENSP00000333685	9606.ENSP00000229795	0	0	0.436	0.976	0	0.401	0.900	0.842	0.939
MAPK11	PPP3CC	9606.ENSP00000333685	9606.ENSP00000380878	0	0	0	0	0.081	0.250	0	0.230	0.423
MAPK11	MAPK8	9606.ENSP00000333685	9606.ENSP00000378974	0	0	0.399	0.931	0.066	0.056	0.600	0.744	0.645
MAPK11	MAPK9	9606.ENSP00000333685	9606.ENSP00000394560	0	0	0.401	0.927	0.066	0.077	0.600	0.717	0.654
MAPK11	TH	9606.ENSP00000333685	9606.ENSP00000370571	0	0	0	0	0	0.056	0.900	0.091	0.906
MAPK12	MAPK13	9606.ENSP00000215659	9606.ENSP00000211287	0	0	0.431	0.967	0	0.428	0.900	0.866	0.942
MAPK12	MAPK9	9606.ENSP00000215659	9606.ENSP00000394560	0	0	0.391	0.924	0.066	0.056	0.600	0.649	0.645
MAPK12	MAPK8	9606.ENSP00000215659	9606.ENSP00000378974	0	0	0.406	0.923	0.066	0.056	0.600	0.675	0.646
MAPK12	MAPK14	9606.ENSP00000215659	9606.ENSP00000229795	0	0	0.415	0.968	0	0.101	0.900	0.774	0.909
MAPK13	PPP3CC	9606.ENSP00000211287	9606.ENSP00000380878	0	0	0	0	0.064	0.250	0	0.225	0.408
MAPK13	MAPK9	9606.ENSP00000211287	9606.ENSP00000394560	0	0	0.391	0.926	0.066	0.056	0.600	0.523	0.640
MAPK13	MAPK8	9606.ENSP00000211287	9606.ENSP00000378974	0	0	0.395	0.925	0.066	0.056	0.600	0.513	0.640
MAPK13	MAPK14	9606.ENSP00000211287	9606.ENSP00000229795	0	0	0.414	0.962	0	0.069	0.900	0.688	0.906
MAPK14	PPP3CA	9606.ENSP00000229795	9606.ENSP00000378323	0	0	0	0	0.103	0.250	0	0.261	0.460
MAPK14	MAPK9	9606.ENSP00000229795	9606.ENSP00000394560	0	0	0.387	0.928	0.066	0.101	0.600	0.721	0.662
MAPK14	MAPK8	9606.ENSP00000229795	9606.ENSP00000378974	0	0	0.396	0.924	0.066	0.470	0.600	0.814	0.803
MAPK14	PLCB3	9606.ENSP00000229795	9606.ENSP00000443631	0	0	0	0	0	0.079	0.900	0.128	0.912
MAPK14	PLCB1	9606.ENSP00000229795	9606.ENSP00000338185	0	0	0	0	0	0.079	0.900	0.186	0.918
MAPK14	TH	9606.ENSP00000229795	9606.ENSP00000370571	0	0	0	0	0	0.056	0.900	0.203	0.918
MAPK14	PLCB2	9606.ENSP00000229795	9606.ENSP00000260402	0	0	0	0	0	0.298	0.900	0.133	0.933
MAPK8	PLCB2	9606.ENSP00000378974	9606.ENSP00000260402	0	0	0	0	0	0	0	0.412	0.412
MAPK8	PRKCB	9606.ENSP00000378974	9606.ENSP00000305355	0	0	0	0.576	0.049	0	0.900	0.477	0.919
MAPK8	PLCB1	9606.ENSP00000378974	9606.ENSP00000338185	0	0	0	0	0.062	0	0	0.571	0.581
MAPK8	PPP3CA	9606.ENSP00000378974	9606.ENSP00000378323	0	0	0	0	0.052	0.064	0	0.418	0.438
MAPK8	MAPK9	9606.ENSP00000378974	9606.ENSP00000394560	0	0	0.446	0.981	0.072	0.805	0.900	0.919	0.980
PLCB1	PLCB2	9606.ENSP00000338185	9606.ENSP00000260402	0	0	0	0.932	0	0	0.900	0.805	0.905
PLCB1	PRKCG	9606.ENSP00000338185	9606.ENSP00000263431	0	0	0	0	0.089	0.069	0.600	0.322	0.739
PLCB1	SCN1A	9606.ENSP00000338185	9606.ENSP00000303540	0	0	0	0	0.095	0.073	0	0.492	0.537
PLCB1	PRKCB	9606.ENSP00000338185	9606.ENSP00000305355	0	0	0	0	0.065	0.069	0.600	0.427	0.774
PLCB1	PPP3CB	9606.ENSP00000338185	9606.ENSP00000378306	0	0	0	0	0.064	0.059	0.600	0.125	0.650
PLCB1	PLCB4	9606.ENSP00000338185	9606.ENSP00000367762	0	0	0	0.885	0.064	0	0.650	0.637	0.682
PLCB1	PPP3CC	9606.ENSP00000338185	9606.ENSP00000380878	0	0	0	0	0.064	0.059	0.600	0.207	0.683
PLCB1	PPP3CA	9606.ENSP00000338185	9606.ENSP00000378323	0	0	0	0	0.064	0.059	0.600	0.242	0.697
PLCB1	PLCB3	9606.ENSP00000338185	9606.ENSP00000443631	0	0	0	0.954	0	0	0.900	0.594	0.902
PLCB1	PRKCA	9606.ENSP00000338185	9606.ENSP00000408695	0	0	0	0	0.065	0.235	0.650	0.673	0.907
PLCB2	PPP3CA	9606.ENSP00000260402	9606.ENSP00000378323	0	0	0	0	0.064	0.059	0.600	0.119	0.648
PLCB2	PPP3CB	9606.ENSP00000260402	9606.ENSP00000378306	0	0	0	0	0.064	0.059	0.600	0.123	0.649
PLCB2	PPP3CC	9606.ENSP00000260402	9606.ENSP00000380878	0	0	0	0	0.064	0.059	0.600	0.163	0.666
PLCB2	PLCB4	9606.ENSP00000260402	9606.ENSP00000367762	0	0	0	0.849	0	0	0.650	0.483	0.674
PLCB2	PRKCG	9606.ENSP00000260402	9606.ENSP00000263431	0	0	0	0	0.065	0.069	0.600	0.200	0.684
PLCB2	PRKCB	9606.ENSP00000260402	9606.ENSP00000305355	0	0	0	0	0.160	0.069	0.600	0.289	0.748
PLCB2	PRKCA	9606.ENSP00000260402	9606.ENSP00000408695	0	0	0	0	0.065	0.069	0.650	0.334	0.770
PLCB2	PLCB3	9606.ENSP00000260402	9606.ENSP00000443631	0	0	0	0.924	0	0	0.900	0.720	0.905
PLCB3	PRKCG	9606.ENSP00000443631	9606.ENSP00000263431	0	0	0	0	0.065	0.069	0.600	0.317	0.730
PLCB3	PRKCB	9606.ENSP00000443631	9606.ENSP00000305355	0	0	0	0	0.065	0.069	0.600	0.168	0.671
PLCB3	PPP1CC	9606.ENSP00000443631	9606.ENSP00000341779	0	0	0	0	0.064	0.059	0	0.448	0.472
PLCB3	PLCB4	9606.ENSP00000443631	9606.ENSP00000367762	0	0	0	0.867	0	0	0.650	0.629	0.678
PLCB3	PPP3CB	9606.ENSP00000443631	9606.ENSP00000378306	0	0	0	0	0.064	0.059	0.600	0.072	0.629
PLCB3	PPP3CA	9606.ENSP00000443631	9606.ENSP00000378323	0	0	0	0	0.064	0.059	0.600	0.072	0.629
PLCB3	PPP3CC	9606.ENSP00000443631	9606.ENSP00000380878	0	0	0	0	0.064	0.059	0.600	0.192	0.677
PLCB3	PRKCA	9606.ENSP00000443631	9606.ENSP00000408695	0	0	0	0	0.065	0.069	0.650	0.274	0.749
PLCB4	PRKCG	9606.ENSP00000367762	9606.ENSP00000263431	0	0	0	0	0.088	0.069	0.600	0.394	0.766
PLCB4	PRKCB	9606.ENSP00000367762	9606.ENSP00000305355	0	0	0	0	0.065	0.069	0.600	0.302	0.724
PLCB4	PPP3CB	9606.ENSP00000367762	9606.ENSP00000378306	0	0	0	0	0.064	0.059	0.600	0.120	0.648
PLCB4	PPP3CA	9606.ENSP00000367762	9606.ENSP00000378323	0	0	0	0	0.064	0.059	0.600	0.135	0.654
PLCB4	PPP3CC	9606.ENSP00000367762	9606.ENSP00000380878	0	0	0	0	0.064	0.059	0.600	0.171	0.669
PLCB4	PRKCA	9606.ENSP00000367762	9606.ENSP00000408695	0	0	0	0	0.065	0.069	0.600	0.370	0.751
